user_id,latitude,longitude,timestamp,hour,day,weekday,month,is_weekend
U001,28.61214116729188,77.209172671956,2025-01-01 00:05:41,0,1,2,1,0
U001,28.616413955520496,77.21004263194476,2025-01-01 00:10:54,0,1,2,1,0
U001,28.61225695760356,77.21194991936737,2025-01-01 00:16:37,0,1,2,1,0
U001,28.61189849015428,77.21083362063878,2025-01-01 00:27:13,0,1,2,1,0
U001,28.612701488796684,77.21023553816045,2025-01-01 00:43:46,0,1,2,1,0
U001,28.61500428819639,77.21102394874116,2025-01-01 01:09:24,1,1,2,1,0
U001,28.612283086899755,77.21027589565601,2025-01-01 01:19:27,1,1,2,1,0
U001,28.618810537364222,77.20806813981791,2025-01-01 01:46:32,1,1,2,1,0
U001,28.61470454377795,77.20955234017401,2025-01-01 01:53:39,1,1,2,1,0
U001,28.61486650404624,77.20909620583187,2025-01-01 02:14:40,2,1,2,1,0
U001,28.614190270299325,77.20954401477694,2025-01-01 02:46:49,2,1,2,1,0
U001,28.610934199904865,77.21037542146807,2025-01-01 02:56:25,2,1,2,1,0
U001,28.61556184941005,77.20826951462125,2025-01-01 03:28:33,3,1,2,1,0
U001,28.6136047532486,77.20703118804029,2025-01-01 03:33:20,3,1,2,1,0
U001,28.61319527538727,77.20934249393227,2025-01-01 03:34:38,3,1,2,1,0
U001,28.616028310865783,77.2077673377158,2025-01-01 03:39:29,3,1,2,1,0
U001,28.613155720821464,77.20790484799748,2025-01-01 03:47:46,3,1,2,1,0
U001,28.61454297022797,77.20918419698073,2025-01-01 04:02:13,4,1,2,1,0
U001,28.61504719757691,77.20789419372034,2025-01-01 04:06:05,4,1,2,1,0
U001,28.61224357493605,77.20809148221319,2025-01-01 04:24:23,4,1,2,1,0
U001,28.614231546357857,77.21030826681458,2025-01-01 04:26:39,4,1,2,1,0
U001,28.612920031034964,77.21102867094918,2025-01-01 05:07:26,5,1,2,1,0
U001,28.61017360264326,77.20580412135045,2025-01-01 05:09:14,5,1,2,1,0
U001,28.612346156753283,77.20844548207836,2025-01-01 05:15:46,5,1,2,1,0
U001,28.61499499610412,77.20651986003173,2025-01-01 05:18:20,5,1,2,1,0
U001,28.61543977606461,77.20877209349938,2025-01-01 05:30:55,5,1,2,1,0
U001,28.614561966660663,77.20936225708508,2025-01-01 06:07:26,6,1,2,1,0
U001,28.61408541487584,77.20763889512048,2025-01-01 06:32:10,6,1,2,1,0
U001,28.614310358020205,77.21153528149785,2025-01-01 06:37:04,6,1,2,1,0
U001,28.61742983076459,77.20847253340514,2025-01-01 06:39:25,6,1,2,1,0
U001,28.61096807450788,77.21035267958904,2025-01-01 07:08:17,7,1,2,1,0
U001,28.612276809730435,77.20812645462935,2025-01-01 07:19:38,7,1,2,1,0
U001,28.611123716806446,77.20985705115606,2025-01-01 07:55:17,7,1,2,1,0
U001,28.636165523669607,77.21851997260485,2025-01-01 08:03:04,8,1,2,1,0
U001,28.630924067418757,77.21610860029791,2025-01-01 08:09:33,8,1,2,1,0
U001,28.63013217936261,77.21972776978055,2025-01-01 08:32:30,8,1,2,1,0
U001,28.6343868166988,77.21799377897486,2025-01-01 09:08:07,9,1,2,1,0
U001,28.627241391438925,77.21512736646748,2025-01-01 09:16:18,9,1,2,1,0
U001,28.62690584465782,77.21668533905549,2025-01-01 09:53:32,9,1,2,1,0
U001,28.628926862988145,77.21920380997318,2025-01-01 10:08:32,10,1,2,1,0
U001,28.63160335546734,77.21647260484558,2025-01-01 10:54:15,10,1,2,1,0
U001,28.631448852427702,77.21727321827012,2025-01-01 10:57:18,10,1,2,1,0
U001,28.634547773147187,77.21812024735166,2025-01-01 11:26:57,11,1,2,1,0
U001,28.63117084077741,77.2204610625441,2025-01-01 11:53:19,11,1,2,1,0
U001,28.63305140996583,77.21814538451356,2025-01-01 11:59:13,11,1,2,1,0
U001,28.62984619664398,77.21981215953407,2025-01-01 12:04:49,12,1,2,1,0
U001,28.63007292037636,77.21837554942655,2025-01-01 12:19:57,12,1,2,1,0
U001,28.626707473713104,77.22215569111466,2025-01-01 12:22:15,12,1,2,1,0
U001,28.629045118932652,77.21867418684779,2025-01-01 12:43:51,12,1,2,1,0
U001,28.62852972287833,77.21698838838168,2025-01-01 13:07:54,13,1,2,1,0
U001,28.625716886428105,77.21758871480147,2025-01-01 13:13:16,13,1,2,1,0
U001,28.630472975683983,77.21654652713373,2025-01-01 13:41:01,13,1,2,1,0
U001,28.62856239702701,77.21708107162601,2025-01-01 14:00:57,14,1,2,1,0
U001,28.630523919950654,77.21801254405636,2025-01-01 14:08:37,14,1,2,1,0
U001,28.63117500643826,77.22066112009998,2025-01-01 14:25:27,14,1,2,1,0
U001,28.62980012698642,77.21834981707215,2025-01-01 14:31:16,14,1,2,1,0
U001,28.63146640191173,77.22035036793305,2025-01-01 14:58:17,14,1,2,1,0
U001,28.62925377875433,77.21580162144811,2025-01-01 15:47:55,15,1,2,1,0
U001,28.63014425254263,77.21602964530248,2025-01-01 15:49:14,15,1,2,1,0
U001,28.62660330889476,77.22321045961021,2025-01-01 15:52:06,15,1,2,1,0
U001,28.628412201168903,77.21735565282329,2025-01-01 16:09:16,16,1,2,1,0
U001,28.634796878191903,77.22465363515239,2025-01-01 16:16:13,16,1,2,1,0
U001,28.6315117443867,77.21832180030619,2025-01-01 16:19:18,16,1,2,1,0
U001,28.631134718049164,77.22141859089214,2025-01-01 16:52:03,16,1,2,1,0
U001,28.63100612084728,77.21900175614547,2025-01-01 17:03:11,17,1,2,1,0
U001,28.63049083110075,77.2177001442097,2025-01-01 17:10:47,17,1,2,1,0
U001,28.630276488816467,77.22035740296596,2025-01-01 17:23:46,17,1,2,1,0
U001,28.63101609071993,77.21546145370507,2025-01-01 17:34:05,17,1,2,1,0
