user_id,latitude,longitude,timestamp,hour,day,weekday,month,is_weekend,distance_km,time_delta_hr,speed_kmh,kmeans_cluster,dbscan_cluster,iforest_anomaly,iforest_score,lof_anomaly,lof_score,ocsvm_anomaly,ocsvm_score,anomaly_consensus
U001,28.61214116729188,77.209172671956,2025-01-01 00:05:41,0,1,2,1,0,0.0,0.0,0.0,1,0,0,0.12631752329149315,0,-1.1989906660621896,1,-0.21293097792380955,0
U001,28.616413955520496,77.21004263194476,2025-01-01 00:10:54,0,1,2,1,0,0.4826419153490676,0.0869444444444444,5.551153019989276,1,0,0,0.13095661396632674,0,-1.0682293731730639,0,1.2048884261839898,0
U001,28.61225695760356,77.21194991936737,2025-01-01 00:16:37,0,1,2,1,0,0.4983224848696527,0.0952777777777777,5.230206838282069,1,0,0,0.11617190663131993,0,-1.0436699067701602,0,0.7843582809054954,0
U001,28.61189849015428,77.21083362063878,2025-01-01 00:27:13,0,1,2,1,0,0.1160300278038821,0.1766666666666666,0.6567737422861255,1,0,0,0.14132114827946196,0,-1.0839405715787067,0,0.0858098623220318,0
U001,28.612701488796684,77.21023553816045,2025-01-01 00:43:46,0,1,2,1,0,0.106682177805468,0.2758333333333333,0.386763182376319,1,0,0,0.1467933610838636,0,-1.0112398333728738,0,0.2006578938913357,0
U001,28.61500428819639,77.21102394874116,2025-01-01 01:09:24,1,1,2,1,0,0.2673750137922561,0.4272222222222222,0.6258452858596373,1,0,0,0.1747403790254809,0,-1.035440464927564,0,1.3596733079333791,0
U001,28.612283086899755,77.21027589565601,2025-01-01 01:19:27,1,1,2,1,0,0.3112699672552702,0.1675,1.8583281627180308,1,0,0,0.1785214116956801,0,-1.007294812913558,0,1.5085036193208143,0
U001,28.618810537364222,77.20806813981791,2025-01-01 01:46:32,1,1,2,1,0,0.7571368933094779,0.4513888888888889,1.6773494251779202,1,0,0,0.11075916953202453,0,-1.1749222248540903,0,1.6195029918140147,0
U001,28.61470454377795,77.20955234017401,2025-01-01 01:53:39,1,1,2,1,0,0.4790000499185167,0.1186111111111111,4.038407915003888,1,0,0,0.16705535980489006,0,-1.0211902665992016,0,2.0174201530206,0
U001,28.61486650404624,77.20909620583187,2025-01-01 02:14:40,2,1,2,1,0,0.0480290996135963,0.3502777777777778,0.1371171757406399,1,0,0,0.16132531379172804,0,-1.0731412686003963,0,1.422744804426559,0
U001,28.614190270299325,77.20954401477694,2025-01-01 02:46:49,2,1,2,1,0,0.0869762496530163,0.5358333333333334,0.1623195949978532,1,0,0,0.17269586463956793,0,-1.0252096060958107,0,1.5599489689641732,0
U001,28.610934199904865,77.21037542146807,2025-01-01 02:56:25,2,1,2,1,0,0.3710431573547305,0.16,2.319019733467065,1,0,0,0.1690504733747017,0,-1.1460153391560364,0,2.1187929495446216,0
U001,28.61556184941005,77.20826951462125,2025-01-01 03:28:33,3,1,2,1,0,0.5541133982931912,0.5355555555555556,1.034651573576498,1,0,0,0.1749337790987711,0,-1.0529899016828963,0,3.407461626838307,0
U001,28.6136047532486,77.20703118804029,2025-01-01 03:33:20,3,1,2,1,0,0.2489367484104201,0.0797222222222222,3.1225515480052697,1,0,0,0.1801340164562374,0,-1.014540275145578,0,2.9823492590430636,0
U001,28.61319527538727,77.20934249393227,2025-01-01 03:34:38,3,1,2,1,0,0.2301662033413284,0.0216666666666666,10.623055538830544,1,0,0,0.16950617155655762,0,-1.073962029232939,0,3.026231182302814,0
U001,28.616028310865783,77.2077673377158,2025-01-01 03:39:29,3,1,2,1,0,0.3505399098060088,0.0808333333333333,4.336576203785676,1,0,0,0.17728887561301498,0,-0.9793229732573888,0,3.295098798067352,0
U001,28.613155720821464,77.20790484799748,2025-01-01 03:47:46,3,1,2,1,0,0.3196993499887267,0.1380555555555555,2.3157296981074773,1,0,0,0.1880242487184145,0,-0.9893107249984476,0,3.12244152303324,0
U001,28.61454297022797,77.20918419698073,2025-01-01 04:02:13,4,1,2,1,0,0.1984700580797758,0.2408333333333333,0.8240971269748477,1,0,0,0.19253371792538093,0,-0.9713520840735359,0,3.2092730248344683,0
U001,28.61504719757691,77.20789419372034,2025-01-01 04:06:05,4,1,2,1,0,0.1378399489888347,0.0644444444444444,2.138895760171574,1,0,0,0.18539536067992118,0,-1.0174468925338043,0,3.0950712390672717,0
U001,28.61224357493605,77.20809148221319,2025-01-01 04:24:23,4,1,2,1,0,0.3123428849236743,0.305,1.024075032536637,1,0,0,0.1885194861177379,0,-0.994761484227291,0,3.5438262275991317,0
U001,28.614231546357857,77.21030826681458,2025-01-01 04:26:39,4,1,2,1,0,0.3093369360869987,0.0377777777777777,8.188330661126436,1,0,0,0.18599674673525468,0,-1.0337125135045484,0,3.6689013678056934,0
U001,28.612920031034964,77.21102867094918,2025-01-01 05:07:26,5,1,2,1,0,0.1619033475057678,0.6797222222222222,0.2381904581204594,1,0,0,0.18898673686117518,0,-1.0329314890535948,0,3.154842946690275,0
U001,28.61017360264326,77.20580412135045,2025-01-01 05:09:14,5,1,2,1,0,0.5944449498242346,0.03,19.81483166080782,1,0,0,0.1105991880029884,0,-1.3495300181825853,0,4.627796226244138,0
