user_id,latitude,longitude,timestamp,hour,day,weekday,month,is_weekend,distance_km,time_delta_hr,speed_kmh
U001,28.61214116729188,77.209172671956,2025-01-01 00:05:41,0,1,2,1,0,0.0,0.0,0.0
U001,28.616413955520496,77.21004263194476,2025-01-01 00:10:54,0,1,2,1,0,0.48264191534906764,0.08694444444444445,5.551153019989276
U001,28.61225695760356,77.21194991936737,2025-01-01 00:16:37,0,1,2,1,0,0.49832248486965275,0.09527777777777778,5.2302068382820694
U001,28.61189849015428,77.21083362063878,2025-01-01 00:27:13,0,1,2,1,0,0.11603002780388216,0.17666666666666667,0.6567737422861255
U001,28.612701488796684,77.21023553816045,2025-01-01 00:43:46,0,1,2,1,0,0.106682177805468,0.2758333333333333,0.38676318237631907
U001,28.61500428819639,77.21102394874116,2025-01-01 01:09:24,1,1,2,1,0,0.26737501379225614,0.4272222222222222,0.6258452858596373
U001,28.612283086899755,77.21027589565601,2025-01-01 01:19:27,1,1,2,1,0,0.3112699672552702,0.1675,1.8583281627180308
U001,28.618810537364222,77.20806813981791,2025-01-01 01:46:32,1,1,2,1,0,0.7571368933094779,0.4513888888888889,1.6773494251779202
U001,28.61470454377795,77.20955234017401,2025-01-01 01:53:39,1,1,2,1,0,0.4790000499185167,0.11861111111111111,4.038407915003888
U001,28.61486650404624,77.20909620583187,2025-01-01 02:14:40,2,1,2,1,0,0.04802909961359639,0.3502777777777778,0.13711717574063995
U001,28.614190270299325,77.20954401477694,2025-01-01 02:46:49,2,1,2,1,0,0.08697624965301637,0.5358333333333334,0.16231959499785323
U001,28.610934199904865,77.21037542146807,2025-01-01 02:56:25,2,1,2,1,0,0.3710431573547305,0.16,2.3190197334670652
U001,28.61556184941005,77.20826951462125,2025-01-01 03:28:33,3,1,2,1,0,0.5541133982931912,0.5355555555555556,1.034651573576498
U001,28.6136047532486,77.20703118804029,2025-01-01 03:33:20,3,1,2,1,0,0.24893674841042013,0.07972222222222222,3.1225515480052697
U001,28.61319527538727,77.20934249393227,2025-01-01 03:34:38,3,1,2,1,0,0.23016620334132848,0.021666666666666667,10.623055538830545
U001,28.616028310865783,77.2077673377158,2025-01-01 03:39:29,3,1,2,1,0,0.3505399098060088,0.08083333333333333,4.336576203785676
U001,28.613155720821464,77.20790484799748,2025-01-01 03:47:46,3,1,2,1,0,0.3196993499887267,0.13805555555555554,2.3157296981074773
