user_id,latitude,longitude,timestamp
U001,28.612141167291878,77.209172671956,2025-01-01 00:05:41
U001,28.616413955520496,77.21004263194476,2025-01-01 00:10:54
U001,28.612256957603556,77.21194991936737,2025-01-01 00:16:37
U001,28.61189849015428,77.21083362063878,2025-01-01 00:27:13
U001,28.612701488796684,77.21023553816045,2025-01-01 00:43:46
U001,28.61500428819639,77.21102394874116,2025-01-01 01:09:24
U001,28.612283086899755,77.21027589565601,2025-01-01 01:19:27
U001,28.618810537364226,77.20806813981791,2025-01-01 01:46:32
U001,28.61470454377795,77.20955234017401,2025-01-01 01:53:39
U001,28.61486650404624,77.20909620583187,2025-01-01 02:14:40
U001,28.614190270299325,77.20954401477694,2025-01-01 02:46:49
U001,28.610934199904865,77.21037542146807,2025-01-01 02:56:25
U001,28.61556184941005,77.20826951462125,2025-01-01 03:28:33
U001,28.6136047532486,77.20703118804029,2025-01-01 03:33:20
U001,28.61319527538727,77.20934249393227,2025-01-01 03:34:38
U001,28.616028310865783,77.2077673377158,2025-01-01 03:39:29
U001,28.613155720821464,77.20790484799748,2025-01-01 03:47:46
U001,28.614542970227966,77.20918419698073,2025-01-01 04:02:13
U001,28.61504719757691,77.20789419372034,2025-01-01 04:06:05
U001,28.612243574936052,77.20809148221319,2025-01-01 04:24:23
U001,28.614231546357857,77.21030826681458,2025-01-01 04:26:39
U001,28.612920031034964,77.21102867094918,2025-01-01 05:07:26
U001,28.61017360264326,77.20580412135045,2025-01-01 05:09:14
U001,28.612346156753283,77.20844548207836,2025-01-01 05:15:46
U001,28.61499499610412,77.20651986003173,2025-01-01 05:18:20
U001,28.61543977606461,77.20877209349938,2025-01-01 05:30:55
U001,28.614561966660663,77.20936225708508,2025-01-01 06:07:26
U001,28.614085414875838,77.20763889512048,2025-01-01 06:32:10
U001,28.614310358020205,77.21153528149785,2025-01-01 06:37:04
U001,28.61742983076459,77.20847253340514,2025-01-01 06:39:25
U001,28.61096807450788,77.21035267958904,2025-01-01 07:08:17
U001,28.612276809730435,77.20812645462935,2025-01-01 07:19:38
U001,28.611123716806446,77.20985705115606,2025-01-01 07:55:17
U001,28.636165523669607,77.21851997260485,2025-01-01 08:03:04
U001,28.630924067418754,77.21610860029791,2025-01-01 08:09:33
U001,28.630132179362615,77.21972776978055,2025-01-01 08:32:30
U001,28.6343868166988,77.21799377897486,2025-01-01 09:08:07
U001,28.627241391438925,77.21512736646748,2025-01-01 09:16:18
U001,28.62690584465782,77.21668533905549,2025-01-01 09:53:32
U001,28.628926862988145,77.21920380997318,2025-01-01 10:08:32
U001,28.63160335546734,77.21647260484558,2025-01-01 10:54:15
U001,28.631448852427702,77.21727321827012,2025-01-01 10:57:18
U001,28.634547773147187,77.21812024735166,2025-01-01 11:26:57
U001,28.63117084077741,77.2204610625441,2025-01-01 11:53:19
U001,28.63305140996583,77.21814538451356,2025-01-01 11:59:13
U001,28.62984619664398,77.21981215953407,2025-01-01 12:04:49
U001,28.63007292037636,77.21837554942655,2025-01-01 12:19:57
U001,28.626707473713104,77.22215569111466,2025-01-01 12:22:15
U001,28.629045118932655,77.21867418684779,2025-01-01 12:43:51
U001,28.62852972287833,77.21698838838168,2025-01-01 13:07:54
U001,28.625716886428105,77.21758871480147,2025-01-01 13:13:16
U001,28.630472975683983,77.21654652713373,2025-01-01 13:41:01
U001,28.628562397027014,77.21708107162601,2025-01-01 14:00:57
U001,28.630523919950658,77.21801254405636,2025-01-01 14:08:37
U001,28.63117500643826,77.22066112009998,2025-01-01 14:25:27
U001,28.62980012698642,77.21834981707215,2025-01-01 14:31:16
U001,28.63146640191173,77.22035036793305,2025-01-01 14:58:17
U001,28.62925377875433,77.21580162144811,2025-01-01 15:47:55
U001,28.63014425254263,77.21602964530248,2025-01-01 15:49:14
U001,28.626603308894758,77.22321045961021,2025-01-01 15:52:06
U001,28.628412201168903,77.21735565282329,2025-01-01 16:09:16
U001,28.634796878191906,77.22465363515239,2025-01-01 16:16:13
U001,28.6315117443867,77.21832180030619,2025-01-01 16:19:18
U001,28.631134718049164,77.22141859089214,2025-01-01 16:52:03
U001,28.63100612084728,77.21900175614547,2025-01-01 17:03:11
U001,28.63049083110075,77.2177001442097,2025-01-01 17:10:47
U001,28.630276488816467,77.22035740296596,2025-01-01 17:23:46
U001,28.63101609071993,77.21546145370507,2025-01-01 17:34:05
U001,28.628976120076274,77.21562421807728,2025-01-01 17:51:37
U001,28.6336250025612,77.21483624549393,2025-01-01 18:26:28
U001,28.629749050416066,77.21746943090793,2025-01-01 18:34:45
U001,28.63105808380252,77.2168731218524,2025-01-01 18:47:22
U001,28.633376470088898,77.2125082747184,2025-01-01 18:49:31
U001,28.627463749181263,77.21645317287124,2025-01-01 18:50:49
U001,28.614618614420635,77.23313916475101,2025-01-01 19:19:46
U001,28.608097262324097,77.22939559002734,2025-01-01 19:21:43
U001,28.608456832479497,77.23218962091006,2025-01-01 19:32:32
U001,28.611122811389443,77.23211774269537,2025-01-01 19:56:27
U001,28.609559276334174,77.23270754497445,2025-01-01 20:02:11
U001,28.607493904407324,77.23008104335706,2025-01-01 20:26:46
U001,28.611725465011933,77.22628818500235,2025-01-01 20:38:05
U001,28.608582914904844,77.23413201346669,2025-01-01 20:43:08
U001,28.6144921686777,77.2091401468089,2025-01-01 21:05:00
U001,28.61588469987247,77.21160591052053,2025-01-01 21:07:42
U001,28.60979942710395,77.20782521436746,2025-01-01 21:34:54
U001,28.612474130691783,77.2115253562825,2025-01-01 21:35:02
U001,28.615947681092248,77.20951104533184,2025-01-01 21:47:49
U001,28.614456756379678,77.21045192341292,2025-01-01 22:31:18
U001,28.61658634070196,77.20765164275248,2025-01-01 22:33:25
U001,28.61455424454425,77.2069106600529,2025-01-01 22:44:53
U001,28.615967462269495,77.20902797649583,2025-01-01 22:56:55
U001,28.61473869589781,77.20999999451236,2025-01-01 23:00:57
U001,28.610812592088273,77.20658819004507,2025-01-01 23:38:32
U001,28.616138054648594,77.20836147511038,2025-01-01 23:43:51
U001,28.615408256052916,77.21533566563944,2025-01-01 23:59:00
U001,28.61590441051311,77.2080381577621,2025-01-02 00:05:26
U001,28.615296854837926,77.2071430073612,2025-01-02 00:17:36
U001,28.61568228449365,77.20935099976913,2025-01-02 00:52:40
U001,28.6131930481769,77.20949082442833,2025-01-02 01:14:03
U001,28.61375214836982,77.21004341910158,2025-01-02 01:17:38
U001,28.610220666104876,77.20320709925845,2025-01-02 01:49:35
U001,28.612560611317097,77.20961103033152,2025-01-02 02:11:44
U001,28.61606787540963,77.20758712655538,2025-01-02 02:36:12
U001,28.615212426305536,77.21181038538266,2025-01-02 02:37:03
U001,28.612927222400007,77.2107112602395,2025-01-02 02:41:48
U001,28.61237725937662,77.20520714711265,2025-01-02 02:50:32
U001,28.61466577635023,77.21179433654387,2025-01-02 03:15:37
U001,28.61371148948772,77.20950136617913,2025-01-02 03:26:55
U001,28.616167663587685,77.208295644801,2025-01-02 03:32:17
U001,28.612088915437127,77.21018441934764,2025-01-02 03:46:10
U001,28.61399649167783,77.20922278475399,2025-01-02 03:54:27
U001,28.613843681577606,77.20968356026674,2025-01-02 04:18:36
U001,28.61752153756116,77.21106758832359,2025-01-02 04:24:54
U001,28.610690595347144,77.20727005961119,2025-01-02 04:25:09
U001,28.613043004632534,77.20840134728385,2025-01-02 05:05:33
U001,28.619619090350735,77.20949113681615,2025-01-02 05:11:25
U001,28.61332124448537,77.21081486969543,2025-01-02 05:35:38
U001,28.61740577627158,77.21130105226163,2025-01-02 06:10:25
U001,28.61374817925492,77.20854438269603,2025-01-02 06:44:32
U001,28.61353105152639,77.20958512016972,2025-01-02 06:47:51
U001,28.610782526735342,77.20842871927393,2025-01-02 06:50:28
U001,28.61244972903988,77.21013357226434,2025-01-02 06:53:15
U001,28.61253723565814,77.2101326413788,2025-01-02 07:04:58
U001,28.614081103386443,77.2088432497414,2025-01-02 07:08:41
U001,28.609774929005855,77.20824373899603,2025-01-02 07:14:35
U001,28.61120044952454,77.2065298867021,2025-01-02 07:25:49
U001,28.615263479501213,77.20759562328774,2025-01-02 07:40:12
U001,28.625113648604362,77.21266478991375,2025-01-02 08:08:49
U001,28.624427623105568,77.20859903080638,2025-01-02 08:10:11
U001,28.620836404271508,77.21374375607265,2025-01-02 08:17:00
U001,28.623349302764858,77.2091985999521,2025-01-02 08:45:18
U001,28.62130157363923,77.21613960316616,2025-01-02 08:59:38
U001,28.63534482954256,77.21748837822233,2025-01-02 09:19:28
U001,28.630038280203944,77.21816216422629,2025-01-02 09:33:38
U001,28.631767241518762,77.21849442717475,2025-01-02 09:43:21
U001,28.627949687414144,77.2175849735921,2025-01-02 10:20:40
U001,28.630159479477193,77.21671633950899,2025-01-02 10:23:00
U001,28.630536433729404,77.21565775070763,2025-01-02 10:35:01
U001,28.627213606052287,77.21542428880441,2025-01-02 10:54:17
U001,28.627609232723355,77.21571365270643,2025-01-02 11:04:06
U001,28.630841358084858,77.21431775078763,2025-01-02 11:24:16
U001,28.629594711450807,77.21476113547928,2025-01-02 11:30:42
U001,28.629904053582322,77.21841382773518,2025-01-02 11:48:36
U001,28.63109115615878,77.22275469610616,2025-01-02 12:39:24
U001,28.632011810570607,77.21817933678763,2025-01-02 12:44:29
U001,28.629326631500984,77.22006858768522,2025-01-02 12:46:19
U001,28.631743789780156,77.21959457202185,2025-01-02 12:58:13
U001,28.627502172616662,77.21545250681575,2025-01-02 12:58:57
U001,28.630482613060778,77.21839191443193,2025-01-02 13:06:36
U001,28.631366484040658,77.215842047886,2025-01-02 13:14:02
U001,28.630999615398494,77.2161764813128,2025-01-02 13:44:43
U001,28.63144493526494,77.21581158006741,2025-01-02 13:55:39
U001,28.634531167066612,77.22423762357708,2025-01-02 14:01:15
U001,28.629734163262608,77.21708619133449,2025-01-02 14:14:53
U001,28.629641692688026,77.22021021788207,2025-01-02 14:40:31
U001,28.635515066348795,77.21812850633073,2025-01-02 15:26:42
U001,28.631269428584776,77.21848683968192,2025-01-02 15:32:52
U001,28.63127299646784,77.21524432575193,2025-01-02 15:46:24
U001,28.62983360155252,77.21474030398245,2025-01-02 16:04:56
U001,28.630052513804202,77.22102754678845,2025-01-02 16:23:29
U001,28.63088649976922,77.21637629637962,2025-01-02 16:54:04
U001,28.63122941930753,77.21680063719994,2025-01-02 17:23:13
U001,28.63099948139068,77.22178851634324,2025-01-02 17:51:14
U001,28.629692939083565,77.21753149101761,2025-01-02 17:57:44
U001,28.630984285330356,77.21616860167357,2025-01-02 17:59:43
U001,28.63240446482731,77.21923403320334,2025-01-02 18:33:14
U001,28.62940755138014,77.21660795333041,2025-01-02 18:47:56
U001,28.629774586343597,77.21712102038897,2025-01-02 18:59:10
U001,28.619213063791324,77.21213029723704,2025-01-02 19:44:06
U001,28.62395200525344,77.2090879350482,2025-01-02 19:46:30
U001,28.624054467306877,77.2115784327206,2025-01-02 19:51:06
U001,28.624404580061835,77.21285357071832,2025-01-02 19:59:26
U001,28.61118836924164,77.22939181683844,2025-01-02 20:06:16
U001,28.611185286279948,77.22997501816597,2025-01-02 20:12:57
